xc,yb,surf,section,cp,std
0.85,0.082,L,3,0.075,
0.95,0.082,L,3,0.08,
0.95,0.163,U,4,0.045,
0.85,0.163,U,4,-0.015,
0.75,0.163,U,4,-0.09,
0.5,0.163,U,4,-0.315,
0.35,0.163,U,4,-0.535,
0.225,0.163,U,4,-0.635,
0.15,0.163,U,4,-0.775,
0.08,0.163,U,4,-0.925,
0.03,0.163,U,4,-1.185,
0.01,0.163,U,4,-1.415,
0,0.163,U,4,-0.77,
0.01,0.163,L,4,0.48,
0.03,0.163,L,4,0.485,
0.08,0.163,L,4,0.31,
0.15,0.163,L,4,0.175,
0.225,0.163,L,4,0.09,
0.35,0.163,L,4,0.015,
0.5,0.163,L,4,0.03,
0.65,0.163,L,4,0.055,
0.75,0.163,L,4,0.065,
0.85,0.163,L,4,0.065,
0.95,0.163,L,4,0.06,
0.95,0.245,U,5,0.08,
0.85,0.245,U,5,0.01,
0.75,0.245,U,5,-0.06,
0.65,0.245,U,5,-0.13,
0.5,0.245,U,5,-0.275,
0.35,0.245,U,5,-0.46,
0.225,0.245,U,5,-0.655,
0.15,0.245,U,5,-0.755,
0.08,0.245,U,5,-0.95,
0.03,0.245,U,5,-1.28,
0.01,0.245,U,5,-1.475,
0,0.245,U,5,-0.74,
0.01,0.245,L,5,0.48,
0.03,0.245,L,5,0.5,
0.08,0.245,L,5,0.325,
0.15,0.245,L,5,0.195,
0.225,0.245,L,5,0.12,
0.35,0.245,L,5,0.035,
0.5,0.245,L,5,0.045,
0.65,0.245,L,5,0.06,
0.75,0.245,L,5,0.08,
0.85,0.245,L,5,0.08,
0.95,0.245,L,5,0.075,
0.95,0.367,U,6,0.06,
0.85,0.367,U,6,0.01,
0.75,0.367,U,6,-0.04,
0.65,0.367,U,6,-0.125,
0.5,0.367,U,6,-0.255,
0.35,0.367,U,6,-0.47,
0.225,0.367,U,6,-0.65,
0.15,0.367,U,6,-0.78,
0.08,0.367,U,6,-0.945,
0.03,0.367,U,6,-1.375,
0.01,0.367,U,6,-1.66,
0,0.367,U,6,-0.635,
0.01,0.367,L,6,0.48,
0.03,0.367,L,6,0.505,
0.08,0.367,L,6,0.355,
0.15,0.367,L,6,0.2,
0.225,0.367,L,6,0.12,
0.35,0.367,L,6,0.04,
0.5,0.367,L,6,0.06,
0.65,0.367,L,6,0.065,
0.75,0.367,L,6,0.065,
0.85,0.367,L,6,0.085,
0.95,0.367,L,6,0.07,
0.95,0.51,U,7,0.06,
0.85,0.51,U,7,0.025,
0.75,0.51,U,7,-0.035,
0.65,0.51,U,7,-0.115,
0.5,0.51,U,7,-0.25,
0.35,0.51,U,7,-0.47,
0.225,0.51,U,7,-0.61,
0.15,0.51,U,7,-0.77,
0.08,0.51,U,7,-1.015,
0.03,0.51,U,7,-1.385,
0.01,0.51,U,7,-1.65,
0,0.51,U,7,-0.365,
0.01,0.51,L,7,0.49,
0.03,0.51,L,7,0.525,
0.08,0.51,L,7,0.37,
0.15,0.51,L,7,0.22,
0.225,0.51,L,7,0.125,
0.35,0.51,L,7,0.045,
0.5,0.51,L,7,0.065,
0.65,0.51,L,7,0.06,
0.75,0.51,L,7,0.065,
0.85,0.51,L,7,0.07,
0.95,0.51,L,7,0.055,
0.95,0.653,U,8,0.06,
0.85,0.653,U,8,0.01,
0.75,0.653,U,8,-0.035,
0.65,0.653,U,8,-0.11,
0.5,0.653,U,8,-0.245,
0.35,0.653,U,8,-0.465,
0.225,0.653,U,8,-0.645,
0.15,0.653,U,8,-0.77,
0.08,0.653,U,8,-1,
0.03,0.653,U,8,-1.42,
0.01,0.653,U,8,-1.75,
0,0.653,U,8,-0.92,
0.01,0.653,L,8,0.47,
0.03,0.653,L,8,0.515,
0.08,0.653,L,8,0.35,
0.15,0.653,L,8,0.22,
0.225,0.653,L,8,0.11,
0.35,0.653,L,8,0.025,
0.5,0.653,L,8,0.045,
0.65,0.653,L,8,0.055,
0.75,0.653,L,8,0.055,
0.85,0.653,L,8,0.07,
0.95,0.653,L,8,0.075,
0.7,0.949,U,10,-0.055,
0.5,0.949,U,10,-0.24,
0.35,0.949,U,10,-0.4,
0.25,0.949,U,10,-0.52,
0.15,0.949,U,10,-0.665,
0.1,0.949,U,10,-0.745,
0.05,0.949,U,10,-0.905,
0.025,0.949,U,10,-1.03,
0,0.949,U,10,-0.56,
0.025,0.949,L,10,0.02,
0.05,0.949,L,10,0.075,
0.1,0.949,L,10,0.055,
0.15,0.949,L,10,0.045,
0.25,0.949,L,10,0.015,
0.35,0.949,L,10,-0.015,
0.5,0.949,L,10,0.015,
0.7,0.949,L,10,0.065,
