0.255,-0.83,-0.8,-0.8,-0.78,-0.76,-0.72,-0.71,-0.72,-0.7,-0.65,-0.63,-0.6,-0.56,-0.64
0.199,-0.83,-0.82,-0.81,-0.8,-0.77,-0.73,-0.72,-0.74,-0.7,-0.64,-0.63,-0.59,-0.55,-0.65
0.154,-0.82,-0.85,-0.86,-0.86,-0.83,-0.78,-0.76,-0.76,-0.71,-0.64,-0.63,-0.59,-0.56,-0.66
0.106,-0.8,-0.9,-0.98,-0.96,-0.93,-0.86,-0.83,-0.82,-0.75,-0.66,-0.63,-0.61,-0.57,-0.7
0.08,-0.83,-1.01,-1.12,-1.1,-1.05,-0.95,-0.9,-0.9,-0.81,-0.7,-0.69,-0.65,-0.61,-0.81
0.051,-0.84,-1.14,-1.4,-1.4,-1.47,-1.46,-1.48,-1.45,-1.47,-1.46,-1.44,-1.37,-1.21,-1.08
0.027,-0.83,-1.12,-1.42,-1.43,-1.51,-1.52,-1.55,-1.54,-1.55,-1.52,-1.47,-1.39,-1.26,-1.14
0.016,-0.82,-1.1,-1.39,-1.4,-1.48,-1.48,-1.51,-1.51,-1.5,-1.45,-1.38,-1.35,-1.31,-1.22
0.006,-0.82,-1.1,-1.37,-1.38,-1.46,-1.48,-1.54,-1.54,-1.59,-1.59,-1.6,-1.6,-1.52,-1.34
0,-0.87,-1.1,-1.26,-1.22,-1.2,-1.1,-1.02,-0.88,-0.74,-0.6,-0.47,-0.4,-0.18,-0.07
0.015,0.95,1,1.02,1.01,0.98,1,0.98,1,1.01,0.99,0.99,1,0.99,1.05
0.028,0.85,0.9,0.91,0.9,0.87,0.89,0.87,0.88,0.89,0.87,0.87,0.89,0.88,0.93
0.052,0.7,0.76,0.75,0.75,0.72,0.74,0.72,0.73,0.74,0.73,0.73,0.74,0.74,0.79
0.08,0.58,0.62,0.62,0.62,0.63,0.6,0.59,0.6,0.61,0.6,0.6,0.6,0.62,0.66
0.106,0.5,0.54,0.54,0.54,0.51,0.52,0.51,0.53,0.54,0.52,0.52,0.53,0.54,0.58
0.154,0.4,0.44,0.44,0.44,0.41,0.41,0.4,0.42,0.42,0.42,0.41,0.42,0.43,0.47
0.204,0.32,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.34,0.37
0.251,0.38,0.32,0.3,0.3,0.27,0.28,0.26,0.27,0.27,0.28,0.27,0.28,0.29,0.33
0.3,0.23,0.26,0.25,0.25,0.22,0.23,0.21,0.22,0.22,0.22,0.22,0.22,--,--
0.352,0.19,0.22,0.2,0.2,0.16,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.21
0.401,0.14,0.17,0.14,0.15,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,--,--
0.452,0.11,0.14,0.12,0.12,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.11
0.5,0.11,0.12,0.1,0.1,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.04,--,--
0.555,0.1,0.1,0.08,0.08,0.05,0.06,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.06
0.602,0.05,0.06,0.04,0.05,0.02,0.02,0.01,0.01,0,-0.01,-0.01,-0.01,--,--
0.655,0.02,0,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.04,-0.04,-0.04,-0.05,-0.04,-0.02
0.707,0.01,-0.01,-0.02,-0.02,-0.03,-0.03,-0.03,-0.04,-0.05,-0.05,-0.06,-0.06,--,--
0.755,0.01,0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.04,-0.04,-0.05,-0.05,-0.05,-0.03
0.852,-0.02,-0.01,-0.04,-0.04,-0.05,-0.04,-0.05,-0.06,-0.07,-0.07,-0.08,-0.08,-0.04,-0.02
0.904,-0.06,-0.06,-0.09,-0.09,-0.1,-0.1,-0.11,-0.11,-0.13,-0.14,-0.14,-0.15,--,--
0.955,-0.11,-0.11,-0.15,-0.15,-0.16,-0.16,-0.17,-0.18,-0.21,-0.22,-0.22,-0.24,-0.22,-0.2
