0.4,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.14,--
0.45,0.11,0.09,0.09,0.12,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.5,0.09,0.07,0.06,0.09,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,--
0.56,0.07,0.05,0.04,0.07,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05
0.6,0.03,0.01,0,0.02,0,0,0,0,0,0,-0.01,0,--
0.66,-0.02,-0.03,-0.04,-0.03,-0.05,-0.04,-0.04,-0.04,-0.05,-0.05,-0.04,-0.05,-0.04
0.71,-0.04,-0.04,-0.06,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,--
0.76,-0.04,-0.04,-0.06,-0.05,-0.07,-0.06,-0.06,-0.06,-0.06,-0.07,-0.06,-0.07,-0.06
0.85,-0.08,-0.07,-0.09,-0.09,-0.11,-0.11,-0.1,-0.11,-0.11,-0.11,-0.11,-0.12,-0.1
0.9,-0.15,-0.14,-0.16,-0.15,-0.17,-0.18,-0.17,-0.18,-0.18,-0.18,-0.18,-0.19,--
0.96,-0.22,-0.21,-0.24,-0.23,-0.25,-0.26,-0.25,-0.27,-0.27,-0.28,-0.27,-0.28,-0.25
