0.352,-0.85,-0.87,-0.9,-0.9,-0.91,-0.87,-0.88,-0.83,-0.83,-0.69,-0.67,-0.77,-0.88,-1.24
0.298,-1,-1.01,-1.02,-1.01,-1,-0.96,-0.97,-0.91,-0.89,-0.74,-0.75,-0.87,-0.98,-1.33
0.25,-1.17,-1.16,-1.12,-1.12,-1.09,-1.05,-1.07,-0.99,-0.95,-0.83,-0.84,-0.93,-1.1,-1.38
0.2,-1.36,-1.3,-1.23,-1.22,-1.18,-1.16,-1.18,-1.1,-1.04,-0.98,-0.94,-1.04,-1.27,-1.4
0.15,-1.51,-1.39,-1.3,-1.29,-1.23,-1.24,-1.26,-1.17,-1.13,-1.12,-1.07,-1.23,-1.39,-1.42
0.1,-1.56,-1.41,-1.32,-1.29,-1.25,-1.28,-1.32,-1.24,-1.22,-1.23,-1.24,-1.43,-1.44,-1.42
0.075,-1.55,-1.39,-1.29,-1.28,-1.23,-1.27,-1.33,-1.25,-1.24,-1.31,-1.31,-1.4,-1.45,-1.41
0.05,-1.52,-1.36,-1.27,-1.25,-1.21,-1.26,-1.32,-1.27,-1.29,-1.34,-1.36,-1.47,-1.5,-1.45
0.025,-1.49,-1.34,-1.25,-1.23,-1.2,-1.25,-1.33,-1.29,-1.33,-1.39,-1.44,-1.57,-1.61,-1.56
0.013,-1.55,-1.37,-1.28,-1.26,-1.23,-1.29,-1.36,-1.32,-1.36,-1.41,-1.42,-1.54,-1.57,-1.49
0.006,-1.68,-1.44,-1.43,-1.44,-1.43,-1.49,-1.53,-1.47,-1.49,-1.51,-1.51,-1.56,-1.52,-1.43
0,-1.54,-1.2,-0.76,-0.66,-0.53,-0.4,-0.28,-0.1,0.02,0.18,0.29,0.41,0.55,0.64
0.013,0.96,0.99,0.98,0.98,0.98,0.99,0.97,0.97,0.95,0.94,0.93,0.91,0.92,0.9
0.026,0.89,0.91,0.87,0.87,0.87,0.87,0.86,0.86,0.84,0.83,0.83,0.81,0.82,0.8
0.05,0.74,0.75,0.73,0.73,0.72,0.73,0.71,0.71,0.71,0.69,0.69,0.67,0.69,0.67
0.075,0.67,0.69,0.66,0.66,0.65,0.67,0.65,0.65,0.64,0.64,0.64,0.62,0.63,0.62
0.101,0.6,0.63,0.59,0.6,0.59,0.6,0.59,0.59,0.58,0.58,0.57,0.56,0.58,0.57
0.151,0.53,0.54,0.51,0.51,0.51,0.52,0.51,0.51,0.5,0.5,0.5,0.47,0.5,0.49
0.2,0.46,0.48,0.45,0.45,0.44,0.46,0.45,0.45,0.44,0.44,0.44,0.42,0.45,0.43
0.252,0.42,0.43,0.4,0.4,0.4,0.41,0.4,0.4,0.39,0.39,0.4,0.37,0.4,0.38
0.302,0.37,0.39,0.36,0.36,0.36,0.37,0.35,0.36,0.35,0.35,0.35,0.33,0.36,0.34
0.352,0.33,0.35,0.32,0.32,0.32,0.33,0.32,0.32,0.31,0.31,0.31,0.29,0.32,0.3
0.4,0.31,0.32,0.3,0.29,0.29,0.3,0.29,0.29,0.28,0.28,0.29,0.26,0.3,0.27
0.451,0.3,0.3,0.27,0.28,0.27,0.28,0.27,0.28,0.27,0.27,0.27,0.24,0.27,0.25
0.501,0.28,0.28,0.26,0.26,0.25,0.27,0.25,0.26,0.24,0.25,0.25,0.22,0.25,0.24
0.551,0.25,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.2,0.23,0.22
0.601,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.19,0.23,0.21
0.652,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.22,0.21,0.21,0.2,0.18,0.22,0.21
0.702,0.23,0.22,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.21,0.19,0.17,0.21,0.2
0.752,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.17,0.21,0.2
0.801,0.22,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.17,0.15,0.19,0.19
0.851,0.18,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.12,0.11,0.09,0.13,0.13
0.902,0.15,0.12,0.08,0.08,0.08,0.08,0.06,0.07,0.06,0.05,0.03,0.01,0.06,0.05
0.951,0.04,-0.04,-0.09,-0.1,-0.11,-0.11,-0.14,-0.13,-0.15,-0.17,-0.21,-0.23,-0.16,--
